Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Guinea-Bissau,GNB,12.62682881,12.13595571,12.10745383,12.05490625,11.68172315,11.34047832,10.3048526,9.907953397,13.92328369,14.38688143,13.68871922,13.61467766,13.98498326,14.42960752,14.31154607,13.93980568,13.85516605,13.71235674,13.41132225,13.22512013,12.86771531,11.94989218,12.35507513,12.44855558,12.37991099,12.01927215,,,,
Equatorial Guinea,GNQ,12.66450103,15.50491419,11.88980633,9.357992939,6.688648588,7.331252189,4.304999419,2.387696353,1.501697633,1.796353191,1.491861774,1.668832607,2.867519067,3.591647594,2.172172304,2.357526577,2.592111483,2.671073718,2.216483441,2.3966456,2.531548262,2.610374448,2.608902849,2.520594458,2.629228383,2.214436859,,,,
Greece,GRC,4.178203658,4.085797669,4.157357999,4.17180205,4.203898796,4.15391387,4.167562272,4.146574465,4.202625825,4.093507106,4.148134339,4.118488825,4.007873445,3.897841402,3.782051348,3.828394709,3.620715939,3.504792087,3.539770169,3.579140103,3.55173848,3.786016243,4.054509533,3.682004289,3.706200901,3.72312235,,,,
Grenada,GRD,2.241028939,2.254888746,2.37852841,2.57911292,2.87293897,2.996402634,2.943203233,3.117220362,3.083594547,3.03473384,2.951575088,3.085715109,3.113240047,3.016049878,2.946738828,2.741141673,2.95528185,2.949403193,3.033777152,3.259769268,3.399375923,3.247588899,3.491002731,3.843400945,2.954964831,2.971628839,,,,
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,3.908459044,3.877035026,3.900538501,3.740736356,3.78913566,3.822924349,3.816489552,3.826469836,3.963299829,4.192285797,4.16779586,4.158155092,4.035765513,4.09176578,4.085284431,3.977602381,3.833558879,3.874722473,3.595447327,4.105399396,4.345127368,4.460229835,4.400079514,4.615932374,4.862503158,4.483455863,,,,
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,11.58387556,9.419647986,9.244659762,8.746238185,9.835913806,9.649573355,9.446968284,9.155492817,9.419557856,9.660760651,9.295656064,9.135296044,9.333545425,9.197154116,9.369257931,8.337296673,7.407478793,7.835031223,7.541920116,7.26669112,7.357599779,7.495791551,7.461092888,6.715872586,6.611909566,6.36286668,,,,
High income,HIC,6.555207811,6.563202981,6.518733057,6.535399546,6.455785387,6.4168271,6.418677198,6.247305126,6.115793277,6.027570566,5.91937119,5.834797714,5.788404513,5.730682473,5.654329508,5.517561754,5.365479756,5.249018161,5.185042066,5.138159456,5.180067384,4.971641429,4.891854896,4.846969786,4.710545096,4.598839817,,,,
"Hong Kong SAR, China",HKG,2.344713721,2.301093711,2.573530473,2.402424658,2.28751301,2.22535666,2.103661138,1.925207192,2.670607381,3.194264531,2.509674071,2.601219991,2.374642275,2.370516713,2.048273889,1.88708071,1.859511958,1.876231246,1.801209986,1.943826047,1.694160354,1.744748011,1.657751334,1.573636727,1.553685814,1.488085793,,,,
Honduras,HND,6.339004011,6.193102393,6.115057401,5.883397464,6.188180314,6.322308147,6.127506533,6.375020241,6.651596005,5.960707099,5.766482228,6.054041382,6.07101105,6.312302505,6.404586457,6.312224416,5.755526535,6.364856756,6.05657653,5.947895977,5.871865338,6.269732057,6.097660115,6.018827044,6.014682578,6.152413251,,,,
Heavily indebted poor countries (HIPC),HPC,10.01335813,10.10462448,10.34459705,10.46179711,10.80384342,10.76806557,10.54563327,10.32832162,10.22251349,10.25414876,10.0524119,9.880989482,9.63606355,9.411784835,9.337901134,9.116323015,8.910025719,8.520943525,8.256525924,8.167125101,8.023054112,8.022805594,7.934108728,7.752358979,7.54846653,7.518417622,,,,
Croatia,HRV,4.903922025,5.364293748,5.562429571,6.250695313,5.788253372,5.588934938,5.448942187,5.403623498,5.480510411,5.465750711,5.070880369,5.088814757,4.974321284,5.055451803,4.855038633,4.730940985,4.489793043,4.439970167,4.241522531,4.428461852,4.450794166,4.356355101,4.191910278,4.148082602,3.946157917,4.053076043,,,,
Haiti,HTI,4.391253933,4.304373375,4.720577978,4.823610215,5.031711039,5.397193079,5.948895608,6.103423259,5.977431615,5.897969396,5.65963893,5.843474376,6.58679335,6.303752235,6.738715753,9.856399585,9.925120398,10.06307964,10.10727406,9.946923952,10.5830589,10.38126938,10.45566814,10.09329028,9.949935889,10.11189212,,,,
Hungary,HUN,6.838309854,7.392817339,6.98967299,7.191020453,6.76544404,6.923488131,7.1015366,6.730904741,6.37998884,6.13373661,5.769361111,5.68890411,5.445601119,5.353633962,5.088633893,5.15291929,4.923977291,4.795874844,4.709430756,4.729614175,4.855844503,4.631354943,4.434040025,4.16810402,4.21020415,4.318311506,,,,
IBRD only,IBD,9.172200116,9.089432774,8.859319813,8.660880828,8.358283906,8.295716539,8.029652637,7.723424418,7.557998712,7.428837725,7.187481602,7.098943104,7.033574524,7.089627009,7.060114292,6.949708896,6.78923113,6.544871396,6.398428895,6.390262657,6.369013154,6.27821809,6.182404362,6.018454707,5.733381576,5.529289112,,,,
IDA & IBRD total,IBT,9.197817371,9.129858457,8.918126225,8.737421521,8.451021756,8.389246442,8.131118116,7.842152549,7.690953823,7.572623868,7.330733631,7.243786719,7.177948292,7.208046175,7.128806274,7.00428012,6.833199998,6.588772527,6.435928524,6.40767469,6.37767431,6.293189789,6.195891426,6.027500241,5.749810597,5.560193989,,,,
IDA total,IDA,9.470870333,9.556200171,9.528621486,9.539945595,9.4389515,9.387137643,9.217525213,9.13508397,9.12159006,9.136415469,8.903264836,8.821266398,8.716782922,8.477410007,7.870738162,7.59530688,7.316693497,7.081004098,6.857759749,6.598819575,6.474085124,6.461957623,6.347522072,6.128372165,5.931866259,5.899942379,,,,
IDA blend,IDB,9.473155883,9.668648451,9.641717123,9.744555116,9.509999736,9.481024879,9.34040583,9.370952213,9.428102249,9.537015102,9.348930956,9.319449331,9.300233977,9.026079925,7.998130191,7.708766189,7.392212473,7.19517092,6.998873599,6.600200868,6.505063524,6.499245398,6.435258099,6.108708404,5.873622415,5.81008703,,,,
Indonesia,IDN,5.084265904,4.896183126,4.760128889,4.874808527,4.539016975,4.618482366,4.446190078,4.389319962,4.942071701,5.136350113,5.306297442,5.240059079,5.200615059,4.977443573,5.051965473,4.864494912,4.71929665,4.416816909,4.248701962,4.389533951,4.341845448,3.939386333,3.854676794,3.747057543,3.683529323,3.525222674,,,,
IDA only,IDX,9.468075426,9.417701273,9.386271532,9.293523575,9.352962851,9.275077135,9.07183786,8.862373387,8.771989792,8.68853579,8.413553243,8.282868009,8.080075761,7.881213928,7.730215953,7.470437392,7.234196701,6.958054182,6.709329684,6.597365073,6.441756245,6.422935204,6.25746586,6.148447081,5.991680975,5.991542564,,,,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,8.291597909,8.548366552,8.400188527,8.211161678,7.994113011,7.858160303,7.530163675,7.524182021,7.256037794,7.050547079,6.949594871,6.724806376,6.672001023,6.333921729,6.181107871,5.877519466,5.661849048,5.507649299,5.56214241,5.646711932,5.353179242,5.232985711,5.199643316,4.98862544,4.960149499,4.730910449,,,,
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,5.546097156,5.486900908,5.246256055,5.205511093,5.16627086,4.753076905,4.637568184,4.393033673,4.27871991,4.051750359,3.811651505,3.746902678,3.5464796,3.332706721,3.290750413,3.114495191,2.941423678,2.861884438,2.87863719,2.946759296,2.95338088,2.628518875,2.624374527,2.566207997,2.365128644,1.94829341,,,,
"Iran, Islamic Rep.",IRN,5.079498212,4.995707022,5.09086537,5.563046387,6.282725613,6.421362657,5.824058083,6.431092997,6.415957299,7.135313562,6.570410918,6.962037443,6.662708594,6.33782333,6.62441888,7.05480557,6.975376446,6.763739332,7.182003458,7.006062725,6.575472439,6.462903122,7.200446946,7.483547174,7.697669294,7.794116299,,,,
Iraq,IRQ,4.16933794,9.231703831,10.34476125,10.33439903,11.27451498,10.60546321,9.564195606,9.386506504,4.965676971,3.263607038,3.788196841,4.139660074,4.228261688,5.807578611,3.877038994,3.76044654,3.221024158,3.232996963,3.235723012,3.751234999,4.014334115,4.083890153,4.005534617,4.044761112,4.027473423,3.716267081,,,,
Iceland,ISL,12.98918588,11.90827054,12.01668643,12.74556935,12.47471746,12.47110236,12.82411257,11.95680598,11.94393667,12.89252041,13.79021228,12.85833963,13.17750627,12.82733862,11.7267653,11.2443691,13.36544959,14.49758539,16.14138554,17.57097804,18.31942797,19.21794717,18.53985335,18.57423211,18.10574784,16.5574956,,,,
Israel,ISR,5.203911962,4.848059046,5.275243888,5.238947143,5.225790688,5.141175532,4.980171272,5.045864129,4.959938645,4.653050609,4.644492791,4.864254038,4.782434399,4.958343042,4.593989602,4.224246727,4.401184678,4.244156747,4.52607027,4.204085167,4.295716259,4.081016075,4.160312995,3.836932589,3.437751671,3.590584397,,,,
Italy,ITA,3.520006111,3.552025475,3.500603774,3.512233179,3.394836914,3.582331668,3.533758449,3.519398105,3.560426282,3.55973303,3.497672209,3.448316484,3.463877076,3.624190107,3.59250605,3.626716622,3.52295333,3.460545796,3.451213101,3.409493031,3.434370982,3.301290762,3.262783477,3.19857425,2.977931579,3.072198971,,,,
Jamaica,JAM,6.60393979,6.32281914,6.527837425,5.983813844,6.017410313,6.257604803,6.602365656,6.678034904,7.106302994,7.228940851,7.580108002,7.502890158,6.859626043,6.893640749,6.881761625,6.738327532,7.33732555,7.274781689,6.165598042,5.533341589,4.973365738,5.215398691,5.094756873,5.265142073,5.102949008,5.207201442,,,,
Jordan,JOR,6.127001465,6.219472974,5.887744782,5.574061484,5.69228794,5.711660399,5.740503615,5.677785988,5.700439323,5.495370882,5.518952679,5.190353016,5.15331589,5.058255278,5.60025606,5.55916156,5.27945554,5.133498504,4.694298097,4.69547415,4.370028733,4.238509138,4.587135286,4.3913486,4.508938447,4.642661425,,,,
Japan,JPN,5.031471974,4.917855425,4.99219593,5.016003739,5.243841014,5.277621278,5.251370871,5.223481063,5.231624165,5.325466691,5.31104311,5.206839326,5.182743197,5.058137375,5.09948122,5.015573334,4.924156378,4.775003253,4.642061272,4.683922823,4.735173465,4.403516578,4.233305855,4.206303722,3.871243964,3.742386169,,,,
Kazakhstan,KAZ,13.83029145,15.85650718,17.61467536,16.14643491,16.36695593,16.02118709,13.83887546,11.84990564,12.03130737,10.69775496,9.677187901,8.253696103,8.648255674,8.582789777,9.227529063,8.426241752,9.19008024,9.078977499,9.291016324,8.341510652,8.465492713,8.835467076,8.068092383,8.418111193,7.871573916,7.922852451,,,,
Kenya,KEN,8.050731568,8.08558214,8.365221535,8.543692938,8.416198844,8.44621975,8.406214026,8.466146198,8.502763008,8.493526824,8.740964497,8.537262418,8.603815797,8.541867478,8.544197069,8.357140814,8.183793854,7.826120143,8.083107043,8.285733555,7.982760736,7.67933551,7.434618378,7.439852612,7.825663741,7.845690551,,,,
Kyrgyz Republic,KGZ,20.54215813,20.21155716,17.21898259,15.83135593,14.30232352,12.90317726,13.93482534,11.9239916,12.43081252,10.47925359,9.553816653,8.432069829,9.476173345,9.425725919,8.680742782,8.806551555,8.406556578,9.030435924,8.910043045,7.90741368,7.583830734,8.605325934,10.75537558,9.261923153,9.211918332,8.642848441,,,,
Cambodia,KHM,14.28105853,13.28240565,12.40234222,11.92212019,11.00428653,10.10766529,10.02888234,9.649041661,10.46046125,9.358866022,8.544206914,7.949694511,8.677177962,8.237939398,6.149482838,5.504735264,4.959984332,4.564319609,4.291077532,6.243843086,6.145958082,6.005069752,5.833089741,5.603872057,5.585297471,5.769537723,,,,
Kiribati,KIR,3.118712388,3.262178822,3.163606674,3.060655887,2.922231096,2.953235079,4.66636963,3.359288868,3.671047459,3.36991917,3.363413814,2.484253821,3.705740663,3.719547626,3.887331249,5.451643002,6.538387346,4.705031687,4.697967262,3.358655597,5.381122905,5.109491718,5.014029112,4.928507776,4.828188332,4.137459979,,,,
St. Kitts and Nevis,KNA,3.688154378,3.534800636,3.448134632,3.502374282,3.703198803,3.395271469,3.141926705,3.377474774,3.390959002,3.310242634,3.364910161,3.296450388,3.504516449,3.68328581,3.712994375,3.183909726,2.643232316,2.723043113,2.608121676,2.831239698,2.958464873,3.003173683,2.986229609,2.830147672,2.68322602,2.560599732,,,,
"Korea, Rep.",KOR,7.507566694,7.355185665,7.72055096,8.145067708,7.951564454,8.000872197,8.110439443,8.348320942,8.084216968,8.07359349,8.073693286,7.843239472,7.592646332,7.526643226,7.372330976,7.160809661,6.920009393,6.822622321,6.780364142,6.796687102,6.95979785,6.993868536,6.915246122,6.729598558,6.625532809,6.548053372,,,,
Kuwait,KWT,4.802063894,2.40527076,4.312998676,4.48715588,4.854427502,4.746026291,4.639412025,4.573347795,5.040514427,5.508177458,5.465166703,5.790526082,5.781389196,5.253599971,5.061088418,5.17099675,4.696134105,4.534530935,4.837359424,5.694607968,5.956573241,5.484889043,5.908289304,5.486516843,4.96721337,5.316793252,,,,
Latin America & Caribbean (excluding high income),LAC,4.433801127,4.393234761,4.37977262,4.247293722,4.277247432,4.266690328,4.291157196,4.232968328,4.272361958,4.307627765,4.195255863,4.228822394,4.295836534,4.323975487,4.243778148,4.211428065,4.169297252,4.004515287,3.986254841,4.033726342,4.007363365,3.903432507,3.953723134,3.916149168,3.93334706,3.820347546,,,,
Lao PDR,LAO,8.051486548,7.839225734,7.48710881,7.118771756,6.634044434,6.309385865,6.062059045,5.853299878,5.766392317,5.592960168,5.421955207,5.100569711,4.988711623,4.711783396,4.644614757,4.379273514,4.090188236,3.523144725,3.31856197,3.147698386,3.000562984,2.711897001,2.511210608,2.504923029,2.302410416,5.17189025,,,,
Lebanon,LBN,3.913003726,3.504408226,3.39822243,4.549457551,4.615263023,4.966480756,4.981336879,5.756914144,5.460672443,5.739284234,5.147989219,5.308943462,5.102869786,4.948095935,4.65174291,4.319683706,4.042405154,3.256309249,3.836416569,4.258015956,3.782655791,3.689716181,4.079406396,3.986811073,4.150984189,4.17764316,,,,
Liberia,LBR,20.69413515,21.98187428,31.86061559,45.05583044,55.0651874,57.98816457,55.18148018,29.78767315,25.57544425,23.3790359,20.15581269,20.72599782,20.76667999,31.17629532,31.85299442,32.05714399,30.74067158,28.49988896,27.05837989,26.37286881,27.12554321,26.28782002,25.54638655,23.78882677,24.01874978,25.99234268,,,,
Libya,LBY,4.653167803,4.081581323,4.174272351,4.501955362,4.986804726,5.399564469,5.61580887,5.425752411,5.693831565,5.576717315,5.644260991,5.919640315,6.215940854,5.658894612,5.569019583,4.932272796,4.682348983,4.093714243,4.247514253,4.642232542,4.760499753,8.266362205,5.094316764,6.63325546,4.444336609,4.208260941,,,,
St. Lucia,LCA,2.237179723,2.264995285,2.503750171,2.697693198,3.061841857,3.48674279,3.482771331,3.265220323,3.057915581,3.153587308,3.118216993,3.495103116,3.127423135,3.2824737,3.044724798,3.144197443,2.93170797,3.017774732,3.017712622,2.949086038,3.140660876,3.166913052,3.185250487,3.172444545,3.186996993,3.186267394,,,,
Latin America & Caribbean,LCN,4.387781806,4.342894392,4.333619231,4.197365226,4.222246351,4.20516526,4.241297051,4.185650812,4.228365408,4.278176946,4.169963147,4.197006161,4.264360221,4.29254339,4.216268781,4.195962928,4.166171624,4.01336654,3.988671633,4.033980636,4.014881856,3.920642643,3.973193331,3.938950873,3.928032284,3.824485909,,,,
Least developed countries: UN classification,LDC,9.208176437,9.191627154,9.269967716,9.440979022,9.536953729,9.461304386,9.171925728,8.931489155,8.810158772,8.720853677,8.522583791,8.409787575,8.171230376,8.004133368,7.717254334,7.365024948,7.102558051,6.726108569,6.475586402,6.425911317,6.267872517,6.220009216,6.053751768,5.950555268,5.820267523,5.859095893,,,,
Low income,LIC,11.75716576,11.9661932,12.33358132,12.4323876,12.52090345,12.62514375,12.37775802,12.10641658,12.03662269,11.98377985,11.90168077,11.78196675,11.15214369,11.03423017,10.79322224,10.55325969,10.35326993,10.0246796,9.75736983,9.579267424,9.277893721,9.274302809,8.976161207,8.91097363,8.640278948,8.699186917,,,,
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,3.689275152,3.580358502,3.519019737,3.470517312,3.155948985,3.088158999,3.32932117,3.242607667,3.148433339,3.223429728,3.349223496,3.288623175,3.221466901,3.220448099,3.094984111,2.980244868,2.793170686,2.666630398,2.477236029,2.374575955,2.367308302,2.344412783,2.311631786,1.992981783,2.032837842,2.06413179,,,,
Lower middle income,LMC,8.410936926,8.494915442,8.185639881,8.025225329,7.670275499,7.602579964,7.281641788,7.188865918,7.21845801,7.147529468,7.002060093,6.847996662,6.821366335,6.58385654,6.329230378,6.094190506,5.835741976,5.624799329,5.519442753,5.451077185,5.332800275,5.178752639,5.105371422,4.886451193,4.811505246,4.640958298,,,,
Low & middle income,LMY,9.195729685,9.121716014,8.917264579,8.737545066,8.462126237,8.414973406,8.149328619,7.866668712,7.730733238,7.612580621,7.377485002,7.287580838,7.221243601,7.253033948,7.177260973,7.049803894,6.873596433,6.629841149,6.476777111,6.452231566,6.416795972,6.333983642,6.236823331,6.064359554,5.789429323,5.596920961,,,,
Lesotho,LSO,17.42734434,17.22468495,16.53220689,16.40363763,15.93740175,15.9295929,15.42188084,15.15650423,15.14011872,16.4663944,15.80788419,15.30089847,15.35370493,13.52096814,13.49473036,13.42740949,13.09625902,12.78250387,12.36697909,12.41286458,11.67131848,12.07073859,11.75175932,11.34436226,11.01950053,9.7240285,,,,
Late-demographic dividend,LTE,10.84153605,10.68316533,10.52155186,10.24352419,9.733549263,9.581464461,9.361240055,8.854733457,8.643883624,8.406124064,8.028382573,7.876046264,7.740974157,7.863945812,7.909551822,7.826970004,7.664379677,7.36389335,7.122000312,7.072620505,7.146389604,7.078513112,6.933124576,6.758027385,6.336954498,6.111936438,,,,
Lithuania,LTU,11.27386483,11.96252513,8.199622491,8.602719279,9.159367574,10.89259451,11.17515855,9.773734221,9.547124276,8.22802346,7.095640796,7.731828426,7.755518653,7.324032051,6.972515232,6.101136095,5.597202757,5.466948489,5.360110124,5.793944295,4.5847933,4.480834517,4.357575061,3.976445246,3.807436433,3.859307269,,,,
Luxembourg,LUX,6.583254022,6.472889608,6.379309313,6.208132877,5.771421018,5.039349907,5.035935946,4.625534939,4.194386258,4.032262078,3.981235844,4.101220762,4.110762186,4.276109155,4.561219639,4.506994061,4.237457238,3.79838194,3.827913114,3.804985032,3.841121383,3.703670049,3.667378681,3.405800999,3.066832919,2.872757905,,,,
Latvia,LVA,8.057317967,8.472990719,10.73247944,10.89597625,9.79466814,9.506821836,9.136465366,8.215443313,7.533677349,6.745510906,6.165313379,6.214047893,5.747802916,5.627461176,5.331232459,4.913404835,4.546775384,4.229568421,4.195252999,4.702272057,5.002475754,4.4484005,4.436847648,4.232520549,4.093339923,3.914124071,,,,
"Macao SAR, China",MAC,1.172977611,1.201118861,1.057893649,1.097545055,1.133620779,1.07750473,1.238205022,1.317910765,1.432046312,1.438935198,1.462382133,1.353335258,1.134578377,1.023395902,0.896604228,0.906361767,0.785525683,0.724593148,0.70486977,0.928279753,0.627767843,0.52717772,0.485015532,0.42617506,0.460209318,0.657095507,,,,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,3.248922432,3.184419235,3.445344144,3.602135293,3.488313933,3.653632257,3.417069755,3.578140591,3.400604055,3.57684688,3.528000122,3.484860494,3.434905614,3.227412382,3.653671697,3.744183227,3.539464883,3.525997168,3.456451688,3.339646431,3.374575639,3.454894106,3.401319094,3.261647711,3.238855529,3.154526918,,,,
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,17.401597,17.27831106,20.22047313,18.22629821,22.02025221,20.70195673,18.76822708,17.63327971,17.40964762,15.71447557,14.24177812,14.2104482,13.3703274,13.61405635,12.73782682,12.2731303,11.55442284,10.90799714,10.08462699,10.18896347,10.50291246,9.714365097,9.679293038,7.952416183,8.160677826,8.392266857,,,,
Madagascar,MDG,4.435946561,4.951704084,5.064517611,5.189754135,5.535893601,5.682514067,5.793656508,5.381538967,5.363885857,5.348062004,5.191577741,4.892244357,5.367172175,5.246827533,5.162159869,4.999524956,5.422232212,5.148810421,4.882795071,5.060137377,5.132306232,5.168182023,5.147064869,5.287495287,5.184313328,5.366858454,,,,
Maldives,MDV,2.617816554,2.204856713,3.061268017,2.464655911,2.344965693,2.721960253,2.908043113,2.975977088,2.479987311,3.201869763,3.291729283,3.265479265,3.927382365,2.957863066,3.421419372,3.401718765,3.545307864,3.287738374,3.134119421,3.489363062,3.471744021,3.376600197,3.706264321,3.499693491,3.993509568,3.842835874,,,,
Middle East & North Africa,MEA,4.320834142,4.586788363,4.761212111,4.999335115,5.232464074,5.2388553,5.071277543,5.137142645,4.968696282,5.028809943,4.886925892,5.142276275,5.221016653,5.1196845,5.053228663,5.107444886,5.099741692,5.028657502,5.151069141,5.230299091,5.200940969,5.087625443,5.300752279,5.235347099,5.328784313,5.268234226,,,,
Mexico,MEX,4.82065733,4.856073686,4.725116125,4.61704763,4.507851214,4.630414347,4.469893428,4.397447123,4.317102306,4.326332251,4.111728673,4.282897769,4.29831398,4.489972699,4.351927906,4.514288612,4.399624281,4.235196027,4.134225589,4.343612431,4.014699645,4.05413062,4.069257837,4.023403469,3.853119994,3.738523429,,,,
Marshall Islands,MHL,,,5.1513157,5.233238522,5.236910737,5.091203947,5.760233301,6.109835869,6.482753476,6.524464578,6.794548823,6.690617547,7.122899915,6.890925734,7.249496861,6.993927393,7.257500845,7.462493555,7.622867372,8.023942624,7.913012814,7.90094498,7.552229453,7.512536609,7.451780882,11.34686242,,,,
Middle income,MIC,9.147138305,9.068059006,8.85456041,8.671380742,8.39059661,8.340745971,8.074781076,7.79261581,7.654598131,7.535815731,7.299173817,7.208776358,7.14966661,7.185012579,7.113203467,6.988039157,6.813626504,6.572451519,6.421060576,6.397801958,6.367123893,6.284087356,6.189382285,6.014618407,5.739153052,5.542629489,,,,
North Macedonia,MKD,5.39667844,5.636166605,6.711783165,7.446945776,6.761723614,6.910387393,8.07184379,7.236063505,7.526692276,6.766781511,6.371186021,6.348440127,6.135227196,6.624865669,6.230906084,6.067455562,6.042382421,5.854741073,5.542358215,5.184303354,5.130131501,5.433896737,5.178964422,4.588799704,4.409418143,4.226567457,,,,
Mali,MLI,5.693147744,5.288640079,5.52916986,5.530800388,5.451529797,5.474051092,5.227412659,5.085284137,5.10036169,4.912405399,5.003528853,4.442638073,4.152381857,3.695818039,4.023830262,3.690895251,3.349610787,3.178734063,2.954373808,2.543588958,2.372552501,2.26255638,2.036352241,1.91032018,1.963952595,2.826419424,,,,
Malta,MLT,4.948687608,4.503692698,4.253658686,5.208848464,4.470695114,3.868557469,3.667585129,3.913744546,3.281236339,3.416742465,2.869931062,3.394395333,3.077928919,3.461034499,3.493672569,3.579703983,3.312450816,3.344030041,3.069729048,2.938639471,3.019065986,2.961812535,3.09999381,2.635489881,2.345127015,1.808454095,,,,
Myanmar,MMR,14.89409131,14.74183092,13.8602216,12.96598712,12.82394542,12.40212831,11.67368781,11.28139669,10.9453429,9.899931802,8.977116759,7.878850999,7.270639577,6.926902181,6.430811778,5.681673635,5.095789891,4.72105407,4.127916551,3.537592784,3.145272902,3.04307506,3.098959252,3.032456809,3.129920458,3.124188904,,,,
Middle East & North Africa (excluding high income),MNA,4.315664071,4.570584311,4.738289489,5.052256362,5.323034544,5.359217313,5.0053448,5.294905045,4.885966022,4.946729299,4.7347579,4.9532465,4.901045345,4.899659405,4.890045299,5.070660392,4.967762204,4.877180999,4.966151771,4.96898826,4.764029448,4.828608289,4.975206552,5.055812828,5.120536109,5.014548413,,,,
Montenegro,MNE,,,,,,,,,,,,,,,,6.529628155,6.599892285,6.017488108,6.04725102,5.113851064,5.765323571,5.347141625,5.187157007,4.62942695,4.354356946,4.446375577,,,,
Mongolia,MNG,12.75427278,15.63756174,15.08395051,14.56955281,12.33581102,11.56883232,9.531403693,8.985651609,8.76464609,8.515125194,8.990974793,8.799274984,8.99618484,8.211415501,7.643431527,8.209126524,8.603595449,8.175086161,7.535475914,7.929096405,7.893597025,7.363413396,7.253585304,7.159225349,6.662648223,6.095249071,,,,
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,49.44345355,46.91400777,50.1347431,46.99645781,44.73609265,44.70876706,35.90422019,33.35585536,30.1155997,28.48138754,29.59538336,27.62439887,25.7230469,25.47133167,24.54058303,22.87961973,21.44989308,20.82487292,19.86292541,19.36636543,18.75935541,18.21704981,17.31163404,16.73498856,16.58230074,17.31057452,,,,
Mauritania,MRT,4.005027943,4.020678499,4.076621744,3.924013429,4.159758409,3.923498445,3.83023138,4.054047132,3.975000797,3.768642258,3.852009429,3.919554634,4.113287135,4.014518059,4.001943372,3.801568997,3.212152822,3.407829789,3.571403186,3.885639151,3.731219738,3.763475869,3.817941002,3.616923664,3.503129258,3.586048384,,,,
Mauritius,MUS,3.482108811,3.397395771,3.350935569,3.330193224,3.141647711,3.220450528,3.104497828,3.01822949,3.028394488,3.088403986,3.140512072,3.214855205,3.121747565,3.158093642,3.040771819,3.106483757,3.195436178,3.034689818,2.942751105,2.786095892,2.827583558,2.726222714,2.684336425,2.672904649,2.548934892,2.550863415,,,,
Malawi,MWI,9.136075912,8.480320096,9.277365749,8.122358714,9.531646113,8.016881365,7.381076166,7.116480306,6.914073848,8.650473184,8.590505763,9.233041706,9.512264622,8.813858052,8.488498223,8.183300986,7.822725048,7.301704054,7.065862275,6.482832664,6.271789788,6.044927063,5.955914623,5.732896649,5.461409106,4.084778354,,,,
Malaysia,MYS,4.802778323,5.409230636,5.477311712,5.389583985,4.909635275,4.836563032,4.865247053,5.276054819,5.413742487,5.166954199,5.412817995,5.604102337,5.496391838,5.566573751,5.606139575,5.773252588,5.497885714,5.66366856,5.647571009,5.448617469,5.177757105,5.127517271,4.946775677,5.327624792,5.134960719,4.682205136,,,,
North America,NAC,8.794940894,8.879663639,8.768775671,8.698145229,8.527746318,8.408642684,8.293706868,8.018987135,7.73536522,7.587052351,7.488676007,7.275512778,7.215735592,7.076404837,6.964541888,6.77229038,6.532407688,6.521594942,6.389114807,6.256229844,6.232456144,6.082089801,5.863594325,5.842329536,5.792205253,5.568416468,,,,
Namibia,NAM,,3.322896936,3.299263361,3.608738701,3.822814863,4.029247085,4.194671969,4.114316726,4.156162437,4.006933267,3.681390969,4.314018072,3.8112167,3.810435338,3.558592461,3.761931019,3.519654335,3.397285048,3.524764722,3.577712102,3.503205886,3.441585689,3.394559963,3.390197626,3.311005557,3.260718505,,,,
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,6.579218087,6.575998672,7.329814397,7.571606755,7.461886244,7.524370605,7.595113604,7.606806218,7.078961428,7.269566895,7.193358111,6.914981732,6.970359745,6.912883212,7.221663026,6.984905724,6.770539959,6.867589654,6.561536839,7.006200142,6.978533877,5.924097203,6.230624379,7.456991849,7.074701702,6.949819287,,,,
Nigeria,NGA,9.597221143,10.11978901,10.4744089,10.42479437,10.07747068,10.38709813,10.31341533,10.37209443,10.16709691,10.48133982,10.33774361,10.3953665,10.33712577,9.89961629,7.611846752,7.648128982,7.126335774,6.906087994,6.691512112,6.158266266,6.145782085,6.197448376,6.259697982,5.959203637,5.628943913,5.679560705,,,,
